ind1,ind2,SRI.observed,year,dyad
ind29,ind48,0.223367698,2011,ind29_ind48
ind31,ind48,0.086618257,2011,ind31_ind48
ind32,ind48,0,2011,ind32_ind48
ind33,ind48,0.227580372,2011,ind33_ind48
ind36,ind48,0.067213115,2011,ind36_ind48
ind37,ind48,0.076149425,2011,ind37_ind48
ind39,ind48,0.385978428,2011,ind39_ind48
ind41,ind48,0.358458961,2011,ind41_ind48
ind42,ind48,0.088975937,2011,ind42_ind48
ind43,ind48,0.257443082,2011,ind43_ind48
ind44,ind48,0.294117647,2011,ind44_ind48
ind45,ind48,0.268053148,2011,ind45_ind48
ind46,ind48,0.034914951,2011,ind46_ind48
ind47,ind48,0.341463415,2011,ind47_ind48
ind49,ind48,0.111011638,2011,ind48_ind49
ind50,ind48,0.08221709,2011,ind48_ind50
ind51,ind48,0.076115486,2011,ind48_ind51
ind52,ind48,0.035660091,2011,ind48_ind52
ind53,ind48,0.191840699,2011,ind48_ind53
ind56,ind48,0.124074074,2011,ind48_ind56
ind57,ind48,0.264588329,2011,ind48_ind57
ind58,ind48,0.142144638,2011,ind48_ind58
ind59,ind48,0.054901961,2011,ind48_ind59
ind60,ind48,0.348297214,2011,ind48_ind60
ind61,ind48,0.027758007,2011,ind48_ind61
ind64,ind48,0.007293946,2011,ind48_ind64
ind65,ind48,0.033165105,2011,ind48_ind65
ind66,ind48,0.370315944,2011,ind48_ind66
ind68,ind48,0.171992481,2011,ind48_ind68
ind69,ind48,0.091843729,2011,ind48_ind69
ind70,ind48,0.047727273,2011,ind48_ind70
ind72,ind48,0.011942675,2011,ind48_ind72
ind74,ind48,0.026946108,2011,ind48_ind74
ind75,ind48,0.075996293,2011,ind48_ind75
ind76,ind48,0.011204482,2011,ind48_ind76
ind78,ind48,0.142294436,2011,ind48_ind78
ind79,ind48,0.08723748,2011,ind48_ind79
ind80,ind48,0.142723005,2011,ind48_ind80
ind83,ind48,0.048685492,2011,ind48_ind83
ind84,ind48,0,2011,ind48_ind84
ind85,ind48,0.028718704,2011,ind48_ind85
ind86,ind48,0.111111111,2011,ind48_ind86
ind87,ind48,0.012809564,2011,ind48_ind87
ind89,ind48,0.015138772,2011,ind48_ind89
ind90,ind48,0.001904762,2011,ind48_ind90
ind93,ind48,0.001930502,2011,ind48_ind93
ind94,ind48,0,2011,ind48_ind94
ind95,ind48,0.010318143,2011,ind48_ind95
ind96,ind48,0.001899335,2011,ind48_ind96
ind98,ind48,0.2275,2011,ind48_ind98
ind100,ind48,0.104598738,2011,ind100_ind48
ind101,ind48,0.028769841,2011,ind101_ind48
ind2,ind56,0.003521127,2011,ind2_ind56
ind3,ind56,0.056,2011,ind3_ind56
ind6,ind56,0.017738359,2011,ind56_ind6
ind10,ind56,0,2011,ind10_ind56
ind11,ind56,0,2011,ind11_ind56
ind12,ind56,0,2011,ind12_ind56
ind13,ind56,0,2011,ind13_ind56
ind15,ind56,0.208446866,2011,ind15_ind56
ind16,ind56,0,2011,ind16_ind56
ind17,ind56,0.006269592,2011,ind17_ind56
ind18,ind56,0.001328904,2011,ind18_ind56
ind21,ind56,0,2011,ind21_ind56
ind22,ind56,0,2011,ind22_ind56
ind23,ind56,0.110586011,2011,ind23_ind56
ind25,ind56,0.001464129,2011,ind25_ind56
ind28,ind56,0.001187648,2011,ind28_ind56
ind29,ind56,0.042098841,2011,ind29_ind56
ind31,ind56,0,2011,ind31_ind56
ind32,ind56,0,2011,ind32_ind56
ind33,ind56,0.219378428,2011,ind33_ind56
ind36,ind56,0,2011,ind36_ind56
ind37,ind56,0,2011,ind37_ind56
ind39,ind56,0.144306652,2011,ind39_ind56
ind41,ind56,0.181946403,2011,ind41_ind56
ind42,ind56,0,2011,ind42_ind56
ind43,ind56,0.071149335,2011,ind43_ind56
ind44,ind56,0.073871409,2011,ind44_ind56
ind45,ind56,0.066515495,2011,ind45_ind56
ind46,ind56,0,2011,ind46_ind56
ind47,ind56,0.146948941,2011,ind47_ind56
ind49,ind56,0.122850123,2011,ind49_ind56
ind50,ind56,0.003217503,2011,ind50_ind56
ind51,ind56,0.090464548,2011,ind51_ind56
ind52,ind56,0,2011,ind52_ind56
ind53,ind56,0.010284332,2011,ind53_ind56
ind57,ind56,0.189269747,2011,ind56_ind57
ind58,ind56,0.15234375,2011,ind56_ind58
ind59,ind56,0.089552239,2011,ind56_ind59
ind60,ind56,0.154216867,2011,ind56_ind60
ind61,ind56,0,2011,ind56_ind61
ind64,ind56,0,2011,ind56_ind64
ind65,ind56,0.004643963,2011,ind56_ind65
ind66,ind56,0.135504202,2011,ind56_ind66
ind68,ind56,0.271978022,2011,ind56_ind68
ind69,ind56,0.001237624,2011,ind56_ind69
ind70,ind56,0.008417508,2011,ind56_ind70
ind72,ind56,0,2011,ind56_ind72
ind74,ind56,0,2011,ind56_ind74
ind75,ind56,0.112094395,2011,ind56_ind75
ind76,ind56,0,2011,ind56_ind76
ind78,ind56,0.001956947,2011,ind56_ind78
ind79,ind56,0.198294243,2011,ind56_ind79
ind80,ind56,0.17027027,2011,ind56_ind80
ind83,ind56,0.061594203,2011,ind56_ind83
ind84,ind56,0,2011,ind56_ind84
ind85,ind56,0,2011,ind56_ind85
ind86,ind56,0.222891566,2011,ind56_ind86
ind87,ind56,0,2011,ind56_ind87
ind89,ind56,0,2011,ind56_ind89
ind90,ind56,0,2011,ind56_ind90
ind93,ind56,0,2011,ind56_ind93
ind94,ind56,0,2011,ind56_ind94
ind95,ind56,0,2011,ind56_ind95
ind96,ind56,0.014981273,2011,ind56_ind96
ind98,ind56,0.19826087,2011,ind56_ind98
ind100,ind56,0.245762712,2011,ind100_ind56
ind101,ind56,0.13963964,2011,ind101_ind56
ind2,ind36,0.036421219,2011,ind2_ind36
ind3,ind36,0.000881834,2011,ind3_ind36
ind6,ind36,0.019574468,2011,ind36_ind6
ind10,ind36,0.114439324,2011,ind10_ind36
ind11,ind36,0.006179197,2011,ind11_ind36
ind12,ind36,0.174703557,2011,ind12_ind36
ind13,ind36,0.173169062,2011,ind13_ind36
ind15,ind36,0.01561524,2011,ind15_ind36
ind16,ind36,0.288095238,2011,ind16_ind36
ind17,ind36,0.287912088,2011,ind17_ind36
ind18,ind36,0.259674706,2011,ind18_ind36
ind21,ind36,0.211358735,2011,ind21_ind36
ind22,ind36,0.0232,2011,ind22_ind36
ind23,ind36,0.107638889,2011,ind23_ind36
ind25,ind36,0.262432594,2011,ind25_ind36
ind28,ind36,0.266318538,2011,ind28_ind36
ind29,ind36,0.184414327,2011,ind29_ind36
ind31,ind36,0.291745432,2011,ind31_ind36
ind32,ind36,0.006289308,2011,ind32_ind36
ind33,ind36,0.005722461,2011,ind33_ind36
ind37,ind36,0.352579853,2011,ind36_ind37
ind39,ind36,0.009786989,2011,ind36_ind39
ind41,ind36,0.012845215,2011,ind36_ind41
ind42,ind36,0.236020806,2011,ind36_ind42
ind43,ind36,0.114104596,2011,ind36_ind43
ind44,ind36,0.118159806,2011,ind36_ind44
ind45,ind36,0.15902965,2011,ind36_ind45
ind46,ind36,0.023020258,2011,ind36_ind46
ind47,ind36,0.024691358,2011,ind36_ind47
ind49,ind36,0,2011,ind36_ind49
ind50,ind36,0.244179751,2011,ind36_ind50
ind51,ind36,0.007653061,2011,ind36_ind51
ind52,ind36,0.097256858,2011,ind36_ind52
ind53,ind36,0.225330621,2011,ind36_ind53
ind57,ind36,0.009855453,2011,ind36_ind57
ind58,ind36,0.003776435,2011,ind36_ind58
ind59,ind36,0,2011,ind36_ind59
ind60,ind36,0.007121662,2011,ind36_ind60
ind61,ind36,0.179595278,2011,ind36_ind61
ind64,ind36,0.193923146,2011,ind36_ind64
ind65,ind36,0.078477078,2011,ind36_ind65
ind66,ind36,0.02189781,2011,ind36_ind66
ind68,ind36,0,2011,ind36_ind68
ind69,ind36,0.081005587,2011,ind36_ind69
ind70,ind36,0.047768207,2011,ind36_ind70
ind72,ind36,0.045183291,2011,ind36_ind72
ind74,ind36,0.120777027,2011,ind36_ind74
ind75,ind36,0.002695418,2011,ind36_ind75
ind76,ind36,0.011695906,2011,ind36_ind76
ind78,ind36,0.239106754,2011,ind36_ind78
ind79,ind36,0.010093168,2011,ind36_ind79
ind80,ind36,0,2011,ind36_ind80
ind83,ind36,0,2011,ind36_ind83
ind84,ind36,0.004179728,2011,ind36_ind84
ind85,ind36,0.1164327,2011,ind36_ind85
ind86,ind36,0.011484099,2011,ind36_ind86
ind87,ind36,0.037272727,2011,ind36_ind87
ind89,ind36,0.052536232,2011,ind36_ind89
ind90,ind36,0,2011,ind36_ind90
ind93,ind36,0.002018163,2011,ind36_ind93
ind94,ind36,0.00589391,2011,ind36_ind94
ind95,ind36,0.033851784,2011,ind36_ind95
ind96,ind36,0.016096579,2011,ind36_ind96
ind98,ind36,0.002105263,2011,ind36_ind98
ind100,ind36,0,2011,ind100_ind36
ind101,ind36,0,2011,ind101_ind36
ind2,ind89,0.034926471,2011,ind2_ind89
ind3,ind89,0.00257732,2011,ind3_ind89
ind6,ind89,0.041474654,2011,ind6_ind89
ind10,ind89,0.004273504,2011,ind10_ind89
ind11,ind89,0,2011,ind11_ind89
ind12,ind89,0.016483516,2011,ind12_ind89
ind13,ind89,0.052173913,2011,ind13_ind89
ind15,ind89,0.006864989,2011,ind15_ind89
ind16,ind89,0.040352164,2011,ind16_ind89
ind17,ind89,0.056878307,2011,ind17_ind89
ind18,ind89,0.064584812,2011,ind18_ind89
ind21,ind89,0.014038877,2011,ind21_ind89
ind22,ind89,0,2011,ind22_ind89
ind23,ind89,0.012131716,2011,ind23_ind89
ind25,ind89,0.024849398,2011,ind25_ind89
ind28,ind89,0.042209808,2011,ind28_ind89
ind29,ind89,0.024081878,2011,ind29_ind89
ind31,ind89,0.060162602,2011,ind31_ind89
ind32,ind89,0,2011,ind32_ind89
ind33,ind89,0,2011,ind33_ind89
ind37,ind89,0.083333333,2011,ind37_ind89
ind39,ind89,0.01510574,2011,ind39_ind89
ind41,ind89,0,2011,ind41_ind89
ind42,ind89,0.088595664,2011,ind42_ind89
ind43,ind89,0.050886662,2011,ind43_ind89
ind44,ind89,0.031683168,2011,ind44_ind89
ind45,ind89,0.036162362,2011,ind45_ind89
ind46,ind89,0.051873199,2011,ind46_ind89
ind47,ind89,0.008830022,2011,ind47_ind89
ind49,ind89,0,2011,ind49_ind89
ind50,ind89,0.071083506,2011,ind50_ind89
ind51,ind89,0,2011,ind51_ind89
ind52,ind89,0.114563107,2011,ind52_ind89
ind53,ind89,0.059910771,2011,ind53_ind89
ind57,ind89,0.007643312,2011,ind57_ind89
ind58,ind89,0,2011,ind58_ind89
ind59,ind89,0,2011,ind59_ind89
ind60,ind89,0,2011,ind60_ind89
ind61,ind89,0.048154093,2011,ind61_ind89
ind64,ind89,0.053571429,2011,ind64_ind89
ind65,ind89,0.088135593,2011,ind65_ind89
ind66,ind89,0.009398496,2011,ind66_ind89
ind68,ind89,0,2011,ind68_ind89
ind69,ind89,0.006273526,2011,ind69_ind89
ind70,ind89,0.100371747,2011,ind70_ind89
ind72,ind89,0.045751634,2011,ind72_ind89
ind74,ind89,0.001724138,2011,ind74_ind89
ind75,ind89,0,2011,ind75_ind89
ind76,ind89,0.006896552,2011,ind76_ind89
ind78,ind89,0.05959806,2011,ind78_ind89
ind79,ind89,0,2011,ind79_ind89
ind80,ind89,0,2011,ind80_ind89
ind83,ind89,0,2011,ind83_ind89
ind84,ind89,0,2011,ind84_ind89
ind85,ind89,0.105839416,2011,ind85_ind89
ind86,ind89,0,2011,ind86_ind89
ind87,ind89,0.028645833,2011,ind87_ind89
ind90,ind89,0.120171674,2011,ind89_ind90
ind93,ind89,0.008163265,2011,ind89_ind93
ind94,ind89,0.01459854,2011,ind89_ind94
ind95,ind89,0.040650407,2011,ind89_ind95
ind96,ind89,0.090909091,2011,ind89_ind96
ind98,ind89,0,2011,ind89_ind98
ind100,ind89,0,2011,ind100_ind89
ind101,ind89,0,2011,ind101_ind89
ind2,ind28,0.038680319,2011,ind2_ind28
ind3,ind28,0.002427184,2011,ind28_ind3
ind6,ind28,0.041919806,2011,ind28_ind6
ind10,ind28,0.101287073,2011,ind10_ind28
ind11,ind28,0.001340483,2011,ind11_ind28
ind12,ind28,0.14326484,2011,ind12_ind28
ind13,ind28,0.200753498,2011,ind13_ind28
ind15,ind28,0.032771084,2011,ind15_ind28
ind16,ind28,0.264622642,2011,ind16_ind28
ind17,ind28,0.370210728,2011,ind17_ind28
ind18,ind28,0.338662791,2011,ind18_ind28
ind21,ind28,0.1744,2011,ind21_ind28
ind22,ind28,0.039953677,2011,ind22_ind28
ind23,ind28,0.1171875,2011,ind23_ind28
ind25,ind28,0.293247905,2011,ind25_ind28
ind29,ind28,0.275936289,2011,ind28_ind29
ind31,ind28,0.309693878,2011,ind28_ind31
ind32,ind28,0,2011,ind28_ind32
ind33,ind28,0.008919203,2011,ind28_ind33
ind37,ind28,0.332843137,2011,ind28_ind37
ind39,ind28,0.043178686,2011,ind28_ind39
ind41,ind28,0.016504854,2011,ind28_ind41
ind42,ind28,0.248322148,2011,ind28_ind42
ind43,ind28,0.1660746,2011,ind28_ind43
ind44,ind28,0.167768595,2011,ind28_ind44
ind45,ind28,0.187973274,2011,ind28_ind45
ind46,ind28,0.04425914,2011,ind28_ind46
ind47,ind28,0.042125419,2011,ind28_ind47
ind49,ind28,0.001168907,2011,ind28_ind49
ind50,ind28,0.396329365,2011,ind28_ind50
ind51,ind28,0.006505027,2011,ind28_ind51
ind52,ind28,0.061849711,2011,ind28_ind52
ind53,ind28,0.326382593,2011,ind28_ind53
ind57,ind28,0.015323777,2011,ind28_ind57
ind58,ind28,0.006543075,2011,ind28_ind58
ind59,ind28,0,2011,ind28_ind59
ind60,ind28,0.020746888,2011,ind28_ind60
ind61,ind28,0.154216867,2011,ind28_ind61
ind64,ind28,0.077952298,2011,ind28_ind64
ind65,ind28,0.072031514,2011,ind28_ind65
ind66,ind28,0.048922801,2011,ind28_ind66
ind68,ind28,0.008802817,2011,ind28_ind68
ind69,ind28,0.090285111,2011,ind28_ind69
ind70,ind28,0.085430076,2011,ind28_ind70
ind72,ind28,0.057004245,2011,ind28_ind72
ind74,ind28,0.116898849,2011,ind28_ind74
ind75,ind28,0.002455494,2011,ind28_ind75
ind76,ind28,0.00908501,2011,ind28_ind76
ind78,ind28,0.348792271,2011,ind28_ind78
ind79,ind28,0.019629837,2011,ind28_ind79
ind80,ind28,0,2011,ind28_ind80
ind83,ind28,0.002588997,2011,ind28_ind83
ind84,ind28,0,2011,ind28_ind84
ind85,ind28,0.106571936,2011,ind28_ind85
ind86,ind28,0.011564212,2011,ind28_ind86
ind87,ind28,0.03237858,2011,ind28_ind87
ind90,ind28,0.015323118,2011,ind28_ind90
ind93,ind28,0.005326232,2011,ind28_ind93
ind94,ind28,0.005218526,2011,ind28_ind94
ind95,ind28,0.033249686,2011,ind28_ind95
ind96,ind28,0.004605263,2011,ind28_ind96
ind98,ind28,0.016727653,2011,ind28_ind98
ind100,ind28,0.000589623,2011,ind100_ind28
ind101,ind28,0,2011,ind101_ind28
ind2,ind32,0,2011,ind2_ind32
ind3,ind32,0,2011,ind3_ind32
ind6,ind32,0,2011,ind32_ind6
ind10,ind32,0,2011,ind10_ind32
ind11,ind32,0,2011,ind11_ind32
ind12,ind32,0,2011,ind12_ind32
ind13,ind32,0,2011,ind13_ind32
ind15,ind32,0.008928571,2011,ind15_ind32
ind16,ind32,0,2011,ind16_ind32
ind17,ind32,0,2011,ind17_ind32
ind18,ind32,0,2011,ind18_ind32
ind21,ind32,0,2011,ind21_ind32
ind22,ind32,0,2011,ind22_ind32
ind23,ind32,0,2011,ind23_ind32
ind25,ind32,0,2011,ind25_ind32
ind29,ind32,0,2011,ind29_ind32
ind31,ind32,0,2011,ind31_ind32
ind33,ind32,0,2011,ind32_ind33
ind37,ind32,0.004807692,2011,ind32_ind37
ind39,ind32,0,2011,ind32_ind39
ind41,ind32,0,2011,ind32_ind41
ind42,ind32,0,2011,ind32_ind42
ind43,ind32,0,2011,ind32_ind43
ind44,ind32,0,2011,ind32_ind44
ind45,ind32,0,2011,ind32_ind45
ind46,ind32,0,2011,ind32_ind46
ind47,ind32,0,2011,ind32_ind47
ind49,ind32,0,2011,ind32_ind49
ind50,ind32,0.00148368,2011,ind32_ind50
ind51,ind32,0,2011,ind32_ind51
ind52,ind32,0,2011,ind32_ind52
ind53,ind32,0,2011,ind32_ind53
ind57,ind32,0,2011,ind32_ind57
ind58,ind32,0,2011,ind32_ind58
ind59,ind32,0,2011,ind32_ind59
ind60,ind32,0,2011,ind32_ind60
ind61,ind32,0,2011,ind32_ind61
ind64,ind32,0.015706806,2011,ind32_ind64
ind65,ind32,0,2011,ind32_ind65
ind66,ind32,0,2011,ind32_ind66
ind68,ind32,0,2011,ind32_ind68
ind69,ind32,0,2011,ind32_ind69
ind70,ind32,0.012987013,2011,ind32_ind70
ind72,ind32,0,2011,ind32_ind72
ind74,ind32,0,2011,ind32_ind74
ind75,ind32,0,2011,ind32_ind75
ind76,ind32,0,2011,ind32_ind76
ind78,ind32,0,2011,ind32_ind78
ind79,ind32,0.017291066,2011,ind32_ind79
ind80,ind32,0,2011,ind32_ind80
ind83,ind32,0,2011,ind32_ind83
ind84,ind32,0,2011,ind32_ind84
ind85,ind32,0,2011,ind32_ind85
ind86,ind32,0.031413613,2011,ind32_ind86
ind87,ind32,0,2011,ind32_ind87
ind90,ind32,0,2011,ind32_ind90
ind93,ind32,0,2011,ind32_ind93
ind94,ind32,0,2011,ind32_ind94
ind95,ind32,0,2011,ind32_ind95
ind96,ind32,0,2011,ind32_ind96
ind98,ind32,0,2011,ind32_ind98
ind100,ind32,0,2011,ind100_ind32
ind101,ind32,0,2011,ind101_ind32
ind2,ind87,0,2011,ind2_ind87
ind3,ind87,0,2011,ind3_ind87
ind6,ind87,0.004662005,2011,ind6_ind87
ind10,ind87,0.090909091,2011,ind10_ind87
ind11,ind87,0,2011,ind11_ind87
ind12,ind87,0.058910162,2011,ind12_ind87
ind13,ind87,0.024891775,2011,ind13_ind87
ind15,ind87,0,2011,ind15_ind87
ind16,ind87,0.061550152,2011,ind16_ind87
ind17,ind87,0.034098361,2011,ind17_ind87
ind18,ind87,0.020703934,2011,ind18_ind87
ind21,ind87,0.078730905,2011,ind21_ind87
ind22,ind87,0.013861386,2011,ind22_ind87
ind23,ind87,0.008795075,2011,ind23_ind87
ind25,ind87,0.046057767,2011,ind25_ind87
ind29,ind87,0.029411765,2011,ind29_ind87
ind31,ind87,0.049059689,2011,ind31_ind87
ind33,ind87,0,2011,ind33_ind87
ind37,ind87,0.054371785,2011,ind37_ind87
ind39,ind87,0.012307692,2011,ind39_ind87
ind41,ind87,0,2011,ind41_ind87
ind42,ind87,0.042279412,2011,ind42_ind87
ind43,ind87,0.008264463,2011,ind43_ind87
ind44,ind87,0.009823183,2011,ind44_ind87
ind45,ind87,0.003628447,2011,ind45_ind87
ind46,ind87,0,2011,ind46_ind87
ind47,ind87,0,2011,ind47_ind87
ind49,ind87,0,2011,ind49_ind87
ind50,ind87,0.024080268,2011,ind50_ind87
ind51,ind87,0.004807692,2011,ind51_ind87
ind52,ind87,0.018416206,2011,ind52_ind87
ind53,ind87,0.029467085,2011,ind53_ind87
ind57,ind87,0,2011,ind57_ind87
ind58,ind87,0,2011,ind58_ind87
ind59,ind87,0,2011,ind59_ind87
ind60,ind87,0.005405405,2011,ind60_ind87
ind61,ind87,0.078498294,2011,ind61_ind87
ind64,ind87,0.061567164,2011,ind64_ind87
ind65,ind87,0.065180103,2011,ind65_ind87
ind66,ind87,0,2011,ind66_ind87
ind68,ind87,0,2011,ind68_ind87
ind69,ind87,0,2011,ind69_ind87
ind70,ind87,0.019642857,2011,ind70_ind87
ind72,ind87,0.024553571,2011,ind72_ind87
ind74,ind87,0.104536489,2011,ind74_ind87
ind75,ind87,0,2011,ind75_ind87
ind76,ind87,0.106122449,2011,ind76_ind87
ind78,ind87,0.046495489,2011,ind78_ind87
ind79,ind87,0,2011,ind79_ind87
ind80,ind87,0,2011,ind80_ind87
ind83,ind87,0.007604563,2011,ind83_ind87
ind84,ind87,0,2011,ind84_ind87
ind85,ind87,0.015625,2011,ind85_ind87
ind86,ind87,0,2011,ind86_ind87
ind90,ind87,0.008403361,2011,ind87_ind90
ind93,ind87,0,2011,ind87_ind93
ind94,ind87,0.057613169,2011,ind87_ind94
ind95,ind87,0.09009009,2011,ind87_ind95
ind96,ind87,0,2011,ind87_ind96
ind98,ind87,0.00608828,2011,ind87_ind98
ind100,ind87,0,2011,ind100_ind87
ind101,ind87,0,2011,ind101_ind87
ind2,ind21,0.01971831,2011,ind2_ind21
ind3,ind21,0,2011,ind21_ind3
ind6,ind21,0.00308642,2011,ind21_ind6
ind10,ind21,0.276507277,2011,ind10_ind21
ind11,ind21,0.00802139,2011,ind11_ind21
ind12,ind21,0.31152648,2011,ind12_ind21
ind13,ind21,0.181458003,2011,ind13_ind21
ind15,ind21,0.005734767,2011,ind15_ind21
ind16,ind21,0.33127572,2011,ind16_ind21
ind17,ind21,0.185578535,2011,ind17_ind21
ind18,ind21,0.168013857,2011,ind18_ind21
ind22,ind21,0.019305019,2011,ind21_ind22
ind23,ind21,0.070930969,2011,ind21_ind23
ind25,ind21,0.221789883,2011,ind21_ind25
ind29,ind21,0.144032922,2011,ind21_ind29
ind31,ind21,0.234459459,2011,ind21_ind31
ind33,ind21,0,2011,ind21_ind33
ind37,ind21,0.244654088,2011,ind21_ind37
ind39,ind21,0.009228741,2011,ind21_ind39
ind41,ind21,0.005943536,2011,ind21_ind41
ind42,ind21,0.246656761,2011,ind21_ind42
ind43,ind21,0.04894327,2011,ind21_ind43
ind44,ind21,0.079151578,2011,ind21_ind44
ind45,ind21,0.085022523,2011,ind21_ind45
ind46,ind21,0.007945516,2011,ind21_ind46
ind47,ind21,0.018426648,2011,ind21_ind47
ind49,ind21,0,2011,ind21_ind49
ind50,ind21,0.143250689,2011,ind21_ind50
ind51,ind21,0,2011,ind21_ind51
ind52,ind21,0.024276377,2011,ind21_ind52
ind53,ind21,0.165866667,2011,ind21_ind53
ind57,ind21,0,2011,ind21_ind57
ind58,ind21,0,2011,ind21_ind58
ind59,ind21,0,2011,ind21_ind59
ind60,ind21,0.006143345,2011,ind21_ind60
ind61,ind21,0.295154185,2011,ind21_ind61
ind64,ind21,0.14742268,2011,ind21_ind64
ind65,ind21,0.046720575,2011,ind21_ind65
ind66,ind21,0.005034613,2011,ind21_ind66
ind68,ind21,0,2011,ind21_ind68
ind69,ind21,0.039215686,2011,ind21_ind69
ind70,ind21,0.016408387,2011,ind21_ind70
ind72,ind21,0.028717949,2011,ind21_ind72
ind74,ind21,0.248868778,2011,ind21_ind74
ind75,ind21,0,2011,ind21_ind75
ind76,ind21,0.03034134,2011,ind21_ind76
ind78,ind21,0.188876014,2011,ind21_ind78
ind79,ind21,0.000928505,2011,ind21_ind79
ind80,ind21,0,2011,ind21_ind80
ind83,ind21,0,2011,ind21_ind83
ind84,ind21,0.005449591,2011,ind21_ind84
ind85,ind21,0.038638454,2011,ind21_ind85
ind86,ind21,0.001085776,2011,ind21_ind86
ind90,ind21,0,2011,ind21_ind90
ind93,ind21,0.01986755,2011,ind21_ind93
ind94,ind21,0.026923077,2011,ind21_ind94
ind95,ind21,0.138017566,2011,ind21_ind95
ind96,ind21,0,2011,ind21_ind96
ind98,ind21,0,2011,ind21_ind98
ind100,ind21,0,2011,ind100_ind21
ind101,ind21,0,2011,ind101_ind21
ind2,ind41,0.008247423,2011,ind2_ind41
ind3,ind41,0.030769231,2011,ind3_ind41
ind6,ind41,0.008139535,2011,ind41_ind6
ind10,ind41,0.005385996,2011,ind10_ind41
ind11,ind41,0,2011,ind11_ind41
ind12,ind41,0.000866551,2011,ind12_ind41
ind13,ind41,0.043773585,2011,ind13_ind41
ind15,ind41,0.356020942,2011,ind15_ind41
ind16,ind41,0.025741466,2011,ind16_ind41
ind17,ind41,0.047891723,2011,ind17_ind41
ind18,ind41,0.010021097,2011,ind18_ind41
ind22,ind41,0.028199566,2011,ind22_ind41
ind23,ind41,0.279708973,2011,ind23_ind41
ind25,ind41,0.023041475,2011,ind25_ind41
ind29,ind41,0.140086207,2011,ind29_ind41
ind31,ind41,0.032432432,2011,ind31_ind41
ind33,ind41,0.27824019,2011,ind33_ind41
ind37,ind41,0.020174482,2011,ind37_ind41
ind39,ind41,0.396467125,2011,ind39_ind41
ind42,ind41,0.024135682,2011,ind41_ind42
ind43,ind41,0.152300713,2011,ind41_ind43
ind44,ind41,0.212009804,2011,ind41_ind44
ind45,ind41,0.197498354,2011,ind41_ind45
ind46,ind41,0,2011,ind41_ind46
ind47,ind41,0.306784661,2011,ind41_ind47
ind49,ind41,0.133682831,2011,ind41_ind49
ind50,ind41,0.029304029,2011,ind41_ind50
ind51,ind41,0.082382763,2011,ind41_ind51
ind52,ind41,0.008154944,2011,ind41_ind52
ind53,ind41,0.102972399,2011,ind41_ind53
ind57,ind41,0.386206897,2011,ind41_ind57
ind58,ind41,0.190930788,2011,ind41_ind58
ind59,ind41,0.051051051,2011,ind41_ind59
ind60,ind41,0.479956663,2011,ind41_ind60
ind61,ind41,0.006597549,2011,ind41_ind61
ind64,ind41,0,2011,ind41_ind64
ind65,ind41,0.01732435,2011,ind41_ind65
ind66,ind41,0.407372401,2011,ind41_ind66
ind68,ind41,0.262318841,2011,ind41_ind68
ind69,ind41,0.021830395,2011,ind41_ind69
ind70,ind41,0.020263425,2011,ind41_ind70
ind72,ind41,0.010158014,2011,ind41_ind72
ind74,ind41,0,2011,ind41_ind74
ind75,ind41,0.124641834,2011,ind41_ind75
ind76,ind41,0,2011,ind41_ind76
ind78,ind41,0.044599678,2011,ind41_ind78
ind79,ind41,0.154761905,2011,ind41_ind79
ind80,ind41,0.164819945,2011,ind41_ind80
ind83,ind41,0.041604755,2011,ind41_ind83
ind84,ind41,0,2011,ind41_ind84
ind85,ind41,0.000980392,2011,ind41_ind85
ind86,ind41,0.16954023,2011,ind41_ind86
ind90,ind41,0,2011,ind41_ind90
ind93,ind41,0,2011,ind41_ind93
ind94,ind41,0,2011,ind41_ind94
ind95,ind41,0,2011,ind41_ind95
ind96,ind41,0.017991004,2011,ind41_ind96
ind98,ind41,0.332928311,2011,ind41_ind98
ind100,ind41,0.180806676,2011,ind100_ind41
ind101,ind41,0.034428795,2011,ind101_ind41
ind2,ind37,0.024936061,2011,ind2_ind37
ind3,ind37,0.00070028,2011,ind3_ind37
ind6,ind37,0.026841019,2011,ind37_ind6
ind10,ind37,0.139033943,2011,ind10_ind37
ind11,ind37,0,2011,ind11_ind37
ind12,ind37,0.244755245,2011,ind12_ind37
ind13,ind37,0.182567727,2011,ind13_ind37
ind15,ind37,0.022364217,2011,ind15_ind37
ind16,ind37,0.293003682,2011,ind16_ind37
ind17,ind37,0.384050367,2011,ind17_ind37
ind18,ind37,0.268731269,2011,ind18_ind37
ind22,ind37,0.028104575,2011,ind22_ind37
ind23,ind37,0.124236253,2011,ind23_ind37
ind25,ind37,0.351914414,2011,ind25_ind37
ind29,ind37,0.22694718,2011,ind29_ind37
ind31,ind37,0.358053302,2011,ind31_ind37
ind33,ind37,0.002949853,2011,ind33_ind37
ind39,ind37,0.02811245,2011,ind37_ind39
ind42,ind37,0.30112626,2011,ind37_ind42
ind43,ind37,0.144830872,2011,ind37_ind43
ind44,ind37,0.143673111,2011,ind37_ind44
ind45,ind37,0.182389937,2011,ind37_ind45
ind46,ind37,0.028550512,2011,ind37_ind46
ind47,ind37,0.041022909,2011,ind37_ind47
ind49,ind37,0.001344086,2011,ind37_ind49
ind50,ind37,0.294705295,2011,ind37_ind50
