ind1,ind2,SRI.observed,year,dyad
ind12,ind34,0.075933076,2012,ind12_ind34
ind13,ind34,0.158770807,2012,ind13_ind34
ind14,ind34,0.160305344,2012,ind14_ind34
ind15,ind34,0.169085631,2012,ind15_ind34
ind16,ind34,0.11257233,2012,ind16_ind34
ind17,ind34,0.207518023,2012,ind17_ind34
ind18,ind34,0.154147982,2012,ind18_ind34
ind20,ind34,0.079428118,2012,ind20_ind34
ind21,ind34,0.099386503,2012,ind21_ind34
ind22,ind34,0.087602079,2012,ind22_ind34
ind23,ind34,0.220084185,2012,ind23_ind34
ind24,ind34,0.187435099,2012,ind24_ind34
ind25,ind34,0.156290532,2012,ind25_ind34
ind27,ind34,0.205981941,2012,ind27_ind34
ind28,ind34,0.202047414,2012,ind28_ind34
ind29,ind34,0.207650273,2012,ind29_ind34
ind30,ind34,0.067524116,2012,ind30_ind34
ind31,ind34,0.171328671,2012,ind31_ind34
ind32,ind34,0,2012,ind32_ind34
ind33,ind34,0.062992126,2012,ind33_ind34
ind35,ind34,0.106870229,2012,ind34_ind35
ind36,ind34,0.126095752,2012,ind34_ind36
ind37,ind34,0.124039517,2012,ind34_ind37
ind38,ind34,0.233082707,2012,ind34_ind38
ind39,ind34,0.253207292,2012,ind34_ind39
ind40,ind34,0.161812298,2012,ind34_ind40
ind41,ind34,0.144715447,2012,ind34_ind41
ind42,ind34,0.081265509,2012,ind34_ind42
ind43,ind34,0.208180708,2012,ind34_ind43
ind44,ind34,0.305449937,2012,ind34_ind44
ind45,ind34,0.36109117,2012,ind34_ind45
ind46,ind34,0.042518397,2012,ind34_ind46
ind47,ind34,0.2215478,2012,ind34_ind47
ind48,ind34,0.327731092,2012,ind34_ind48
ind49,ind34,0.020938023,2012,ind34_ind49
ind50,ind34,0.177956989,2012,ind34_ind50
ind51,ind34,0.02044293,2012,ind34_ind51
ind52,ind34,0.032178218,2012,ind34_ind52
ind53,ind34,0.237063779,2012,ind34_ind53
ind55,ind34,0.064133017,2012,ind34_ind55
ind56,ind34,0.029548989,2012,ind34_ind56
ind57,ind34,0.080390684,2012,ind34_ind57
ind58,ind34,0.04,2012,ind34_ind58
ind59,ind34,0.025270758,2012,ind34_ind59
ind60,ind34,0.198606272,2012,ind34_ind60
ind61,ind34,0.037473976,2012,ind34_ind61
ind64,ind34,0.020246479,2012,ind34_ind64
ind65,ind34,0.074074074,2012,ind34_ind65
ind66,ind34,0.17601043,2012,ind34_ind66
ind68,ind34,0.036163522,2012,ind34_ind68
ind69,ind34,0.05950541,2012,ind34_ind69
ind70,ind34,0.016666667,2012,ind34_ind70
ind72,ind34,0.125186289,2012,ind34_ind72
ind73,ind34,0.052750565,2012,ind34_ind73
ind74,ind34,0.060271647,2012,ind34_ind74
ind75,ind34,0.027363184,2012,ind34_ind75
ind76,ind34,0.02070207,2012,ind34_ind76
ind77,ind34,0.04156276,2012,ind34_ind77
ind78,ind34,0.196282121,2012,ind34_ind78
ind79,ind34,0.057587549,2012,ind34_ind79
ind80,ind34,0.039688716,2012,ind34_ind80
ind81,ind34,0.071269488,2012,ind34_ind81
ind82,ind34,0.081193616,2012,ind34_ind82
ind83,ind34,0.014247551,2012,ind34_ind83
ind84,ind34,0,2012,ind34_ind84
ind85,ind34,0.041906327,2012,ind34_ind85
ind86,ind34,0.062056738,2012,ind34_ind86
ind87,ind34,0.010471204,2012,ind34_ind87
ind88,ind34,0.118796199,2012,ind34_ind88
ind89,ind34,0.030782762,2012,ind34_ind89
ind90,ind34,0.011197244,2012,ind34_ind90
ind91,ind34,0.117252931,2012,ind34_ind91
ind92,ind34,0.076923077,2012,ind34_ind92
ind93,ind34,0.01240458,2012,ind34_ind93
ind94,ind34,0,2012,ind34_ind94
ind95,ind34,0.012248469,2012,ind34_ind95
ind98,ind34,0.132430399,2012,ind34_ind98
ind99,ind34,0.012291484,2012,ind34_ind99
ind100,ind34,0.013071895,2012,ind100_ind34
ind101,ind34,0.024888889,2012,ind101_ind34
ind103,ind34,0.044550517,2012,ind103_ind34
ind104,ind34,0.04283054,2012,ind104_ind34
ind105,ind34,0.068994889,2012,ind105_ind34
ind107,ind34,0.006616257,2012,ind107_ind34
ind2,ind91,0.043993232,2012,ind2_ind91
ind3,ind91,0.031835206,2012,ind3_ind91
ind4,ind91,0.090247453,2012,ind4_ind91
ind6,ind91,0.058823529,2012,ind6_ind91
ind7,ind91,0.095135135,2012,ind7_ind91
ind9,ind91,0.080291971,2012,ind9_ind91
ind10,ind91,0.065693431,2012,ind10_ind91
ind11,ind91,0,2012,ind11_ind91
ind12,ind91,0.093304061,2012,ind12_ind91
ind13,ind91,0.105263158,2012,ind13_ind91
ind14,ind91,0.110091743,2012,ind14_ind91
ind15,ind91,0.040044494,2012,ind15_ind91
ind16,ind91,0.071481757,2012,ind16_ind91
ind17,ind91,0.095144357,2012,ind17_ind91
ind18,ind91,0.09936407,2012,ind18_ind91
ind20,ind91,0.11237785,2012,ind20_ind91
ind21,ind91,0.088780488,2012,ind21_ind91
ind22,ind91,0.101955307,2012,ind22_ind91
ind23,ind91,0.122821577,2012,ind23_ind91
ind24,ind91,0.106456044,2012,ind24_ind91
ind25,ind91,0.143595041,2012,ind25_ind91
ind27,ind91,0.111026616,2012,ind27_ind91
ind28,ind91,0.088173548,2012,ind28_ind91
ind29,ind91,0.088715401,2012,ind29_ind91
ind30,ind91,0.015576324,2012,ind30_ind91
ind31,ind91,0.088714938,2012,ind31_ind91
ind32,ind91,0,2012,ind32_ind91
ind33,ind91,0.012515645,2012,ind33_ind91
ind35,ind91,0.022457067,2012,ind35_ind91
ind36,ind91,0.061965812,2012,ind36_ind91
ind37,ind91,0.085443038,2012,ind37_ind91
ind38,ind91,0.144654088,2012,ind38_ind91
ind39,ind91,0.08956602,2012,ind39_ind91
ind40,ind91,0.078832117,2012,ind40_ind91
ind41,ind91,0.041251778,2012,ind41_ind91
ind42,ind91,0.070210632,2012,ind42_ind91
ind43,ind91,0.094038623,2012,ind43_ind91
ind44,ind91,0.100158983,2012,ind44_ind91
ind45,ind91,0.13594041,2012,ind45_ind91
ind46,ind91,0.02044293,2012,ind46_ind91
ind47,ind91,0.079768786,2012,ind47_ind91
ind48,ind91,0.095152603,2012,ind48_ind91
ind49,ind91,0,2012,ind49_ind91
ind50,ind91,0.109077599,2012,ind50_ind91
ind51,ind91,0.025540275,2012,ind51_ind91
ind52,ind91,0.00174216,2012,ind52_ind91
ind53,ind91,0.152882206,2012,ind53_ind91
ind55,ind91,0.007541478,2012,ind55_ind91
ind56,ind91,0.010920437,2012,ind56_ind91
ind57,ind91,0.018716578,2012,ind57_ind91
ind58,ind91,0.007173601,2012,ind58_ind91
ind59,ind91,0.002178649,2012,ind59_ind91
ind60,ind91,0.047141424,2012,ind60_ind91
ind61,ind91,0.044642857,2012,ind61_ind91
ind64,ind91,0.034261242,2012,ind64_ind91
ind65,ind91,0.047770701,2012,ind65_ind91
ind66,ind91,0.027322404,2012,ind66_ind91
ind68,ind91,0,2012,ind68_ind91
ind69,ind91,0.051437216,2012,ind69_ind91
ind70,ind91,0.018987342,2012,ind70_ind91
ind72,ind91,0.142465753,2012,ind72_ind91
ind73,ind91,0.025604552,2012,ind73_ind91
ind74,ind91,0.063079777,2012,ind74_ind91
ind75,ind91,0.007155635,2012,ind75_ind91
ind76,ind91,0.02690583,2012,ind76_ind91
ind77,ind91,0.070500928,2012,ind77_ind91
ind78,ind91,0.108504399,2012,ind78_ind91
ind79,ind91,0.014858841,2012,ind79_ind91
ind80,ind91,0.001517451,2012,ind80_ind91
ind81,ind91,0.010540184,2012,ind81_ind91
ind82,ind91,0.012629162,2012,ind82_ind91
ind83,ind91,0,2012,ind83_ind91
ind84,ind91,0,2012,ind84_ind91
ind85,ind91,0.034965035,2012,ind85_ind91
ind86,ind91,0.015564202,2012,ind86_ind91
ind87,ind91,0.02771855,2012,ind87_ind91
ind88,ind91,0.086596386,2012,ind88_ind91
ind89,ind91,0.037656904,2012,ind89_ind91
ind90,ind91,0.016326531,2012,ind90_ind91
ind92,ind91,0.01542777,2012,ind91_ind92
ind93,ind91,0,2012,ind91_ind93
ind94,ind91,0,2012,ind91_ind94
ind95,ind91,0.006276151,2012,ind91_ind95
ind98,ind91,0.024721879,2012,ind91_ind98
ind99,ind91,0.014893617,2012,ind91_ind99
ind100,ind91,0.007142857,2012,ind100_ind91
ind101,ind91,0.00210084,2012,ind101_ind91
ind103,ind91,0.003149606,2012,ind103_ind91
ind104,ind91,0.057142857,2012,ind104_ind91
ind105,ind91,0.054644809,2012,ind105_ind91
ind107,ind91,0,2012,ind107_ind91
ind2,ind35,0,2012,ind2_ind35
ind3,ind35,0.004518072,2012,ind3_ind35
ind4,ind35,0,2012,ind35_ind4
ind6,ind35,0.003851091,2012,ind35_ind6
ind7,ind35,0.018034265,2012,ind35_ind7
ind9,ind35,0.005555556,2012,ind35_ind9
ind10,ind35,0.003558719,2012,ind10_ind35
ind11,ind35,0,2012,ind11_ind35
ind12,ind35,0.007246377,2012,ind12_ind35
ind13,ind35,0.003210273,2012,ind13_ind35
ind14,ind35,0.025506867,2012,ind14_ind35
ind15,ind35,0.251190476,2012,ind15_ind35
ind16,ind35,0.00843061,2012,ind16_ind35
ind17,ind35,0.02058319,2012,ind17_ind35
ind18,ind35,0.014895058,2012,ind18_ind35
ind20,ind35,0.01653944,2012,ind20_ind35
ind21,ind35,0.007358953,2012,ind21_ind35
ind22,ind35,0.027241771,2012,ind22_ind35
ind23,ind35,0.069141194,2012,ind23_ind35
ind24,ind35,0.017078916,2012,ind24_ind35
ind25,ind35,0.022575251,2012,ind25_ind35
ind27,ind35,0.025357607,2012,ind27_ind35
ind28,ind35,0.010278114,2012,ind28_ind35
ind29,ind35,0.038388924,2012,ind29_ind35
ind30,ind35,0.101865136,2012,ind30_ind35
ind31,ind35,0.012478729,2012,ind31_ind35
ind32,ind35,0,2012,ind32_ind35
ind33,ind35,0.19047619,2012,ind33_ind35
ind36,ind35,0,2012,ind35_ind36
ind37,ind35,0.011556764,2012,ind35_ind37
ind38,ind35,0.052208835,2012,ind35_ind38
ind39,ind35,0.24975892,2012,ind35_ind39
ind40,ind35,0.014640356,2012,ind35_ind40
ind41,ind35,0.161643836,2012,ind35_ind41
ind42,ind35,0,2012,ind35_ind42
ind43,ind35,0.050333087,2012,ind35_ind43
ind44,ind35,0.090909091,2012,ind35_ind44
ind45,ind35,0.073092369,2012,ind35_ind45
ind46,ind35,0.007042254,2012,ind35_ind46
ind47,ind35,0.156387665,2012,ind35_ind47
ind48,ind35,0.1886121,2012,ind35_ind48
ind49,ind35,0.134251291,2012,ind35_ind49
ind50,ind35,0.020012508,2012,ind35_ind50
ind51,ind35,0.047619048,2012,ind35_ind51
ind52,ind35,0,2012,ind35_ind52
ind53,ind35,0.043235704,2012,ind35_ind53
ind55,ind35,0.180722892,2012,ind35_ind55
ind56,ind35,0.262809917,2012,ind35_ind56
ind57,ind35,0.226256983,2012,ind35_ind57
ind58,ind35,0.197657394,2012,ind35_ind58
ind59,ind35,0.058823529,2012,ind35_ind59
ind60,ind35,0.264994547,2012,ind35_ind60
ind61,ind35,0,2012,ind35_ind61
ind64,ind35,0.001672241,2012,ind35_ind64
ind65,ind35,0.009126467,2012,ind35_ind65
ind66,ind35,0.255297679,2012,ind35_ind66
ind68,ind35,0.189952904,2012,ind35_ind68
ind69,ind35,0.016290727,2012,ind35_ind69
ind70,ind35,0,2012,ind35_ind70
ind72,ind35,0.009564293,2012,ind35_ind72
ind73,ind35,0.006009615,2012,ind35_ind73
ind74,ind35,0.002911208,2012,ind35_ind74
ind75,ind35,0.162671233,2012,ind35_ind75
ind76,ind35,0,2012,ind35_ind76
ind77,ind35,0.004347826,2012,ind35_ind77
ind78,ind35,0.027129338,2012,ind35_ind78
ind79,ind35,0.219847328,2012,ind35_ind79
ind80,ind35,0.193846154,2012,ind35_ind80
ind81,ind35,0.198100407,2012,ind35_ind81
ind82,ind35,0.255345912,2012,ind35_ind82
ind83,ind35,0.088345865,2012,ind35_ind83
ind84,ind35,0,2012,ind35_ind84
ind85,ind35,0.007112376,2012,ind35_ind85
ind86,ind35,0.162112933,2012,ind35_ind86
ind87,ind35,0.008431703,2012,ind35_ind87
ind88,ind35,0.006455778,2012,ind35_ind88
ind89,ind35,0.008237232,2012,ind35_ind89
ind90,ind35,0.008210181,2012,ind35_ind90
ind92,ind35,0.168289291,2012,ind35_ind92
ind93,ind35,0.004008016,2012,ind35_ind93
ind94,ind35,0,2012,ind35_ind94
ind95,ind35,0,2012,ind35_ind95
ind98,ind35,0.209987196,2012,ind35_ind98
ind99,ind35,0.005084746,2012,ind35_ind99
ind100,ind35,0.261595547,2012,ind100_ind35
ind101,ind35,0.125237192,2012,ind101_ind35
ind103,ind35,0.156682028,2012,ind103_ind35
ind104,ind35,0.009009009,2012,ind104_ind35
ind105,ind35,0,2012,ind105_ind35
ind107,ind35,0,2012,ind107_ind35
ind2,ind73,0.074249605,2012,ind2_ind73
ind3,ind73,0.073426573,2012,ind3_ind73
ind4,ind73,0.067017083,2012,ind4_ind73
ind6,ind73,0.109589041,2012,ind6_ind73
ind7,ind73,0.041626331,2012,ind7_ind73
ind9,ind73,0.0496614,2012,ind73_ind9
ind10,ind73,0.024547804,2012,ind10_ind73
ind11,ind73,0.006880734,2012,ind11_ind73
ind12,ind73,0.050595238,2012,ind12_ind73
ind13,ind73,0.05,2012,ind13_ind73
ind14,ind73,0.052814454,2012,ind14_ind73
ind15,ind73,0.011144883,2012,ind15_ind73
ind16,ind73,0.051820728,2012,ind16_ind73
ind17,ind73,0.058032987,2012,ind17_ind73
ind18,ind73,0.094625284,2012,ind18_ind73
ind20,ind73,0.067238913,2012,ind20_ind73
ind21,ind73,0.035118525,2012,ind21_ind73
ind22,ind73,0.042839657,2012,ind22_ind73
ind23,ind73,0.061469265,2012,ind23_ind73
ind24,ind73,0.041044776,2012,ind24_ind73
ind25,ind73,0.048387097,2012,ind25_ind73
ind27,ind73,0.050310131,2012,ind27_ind73
ind28,ind73,0.053385417,2012,ind28_ind73
ind29,ind73,0.048588313,2012,ind29_ind73
ind30,ind73,0.037735849,2012,ind30_ind73
ind31,ind73,0.047158404,2012,ind31_ind73
ind32,ind73,0,2012,ind32_ind73
ind33,ind73,0.004608295,2012,ind33_ind73
ind36,ind73,0.033235582,2012,ind36_ind73
ind37,ind73,0.02426838,2012,ind37_ind73
ind38,ind73,0.07654146,2012,ind38_ind73
ind39,ind73,0.022203947,2012,ind39_ind73
ind40,ind73,0.080645161,2012,ind40_ind73
ind41,ind73,0.011450382,2012,ind41_ind73
ind42,ind73,0.062030075,2012,ind42_ind73
ind43,ind73,0.0671875,2012,ind43_ind73
ind44,ind73,0.035050072,2012,ind44_ind73
ind45,ind73,0.051639344,2012,ind45_ind73
ind46,ind73,0.099667774,2012,ind46_ind73
ind47,ind73,0.029958678,2012,ind47_ind73
ind48,ind73,0.043938161,2012,ind48_ind73
ind49,ind73,0,2012,ind49_ind73
ind50,ind73,0.061911171,2012,ind50_ind73
ind51,ind73,0.001712329,2012,ind51_ind73
ind52,ind73,0.079526227,2012,ind52_ind73
ind53,ind73,0.032188841,2012,ind53_ind73
ind55,ind73,0.009668508,2012,ind55_ind73
ind56,ind73,0.008510638,2012,ind56_ind73
ind57,ind73,0.019777503,2012,ind57_ind73
ind58,ind73,0,2012,ind58_ind73
ind59,ind73,0,2012,ind59_ind73
ind60,ind73,0.021217712,2012,ind60_ind73
ind61,ind73,0.053763441,2012,ind61_ind73
ind64,ind73,0.047984645,2012,ind64_ind73
ind65,ind73,0.079341317,2012,ind65_ind73
ind66,ind73,0.006762468,2012,ind66_ind73
ind68,ind73,0.00284495,2012,ind68_ind73
ind69,ind73,0.073654391,2012,ind69_ind73
ind70,ind73,0.068493151,2012,ind70_ind73
ind72,ind73,0.066587396,2012,ind72_ind73
ind74,ind73,0.00792393,2012,ind73_ind74
ind75,ind73,0,2012,ind73_ind75
ind76,ind73,0,2012,ind73_ind76
ind77,ind73,0.149012567,2012,ind73_ind77
ind78,ind73,0.072888283,2012,ind73_ind78
ind79,ind73,0.008108108,2012,ind73_ind79
ind80,ind73,0,2012,ind73_ind80
ind81,ind73,0.014669927,2012,ind73_ind81
ind82,ind73,0.012861736,2012,ind73_ind82
ind83,ind73,0,2012,ind73_ind83
ind84,ind73,0,2012,ind73_ind84
ind85,ind73,0.033123028,2012,ind73_ind85
ind86,ind73,0.00862069,2012,ind73_ind86
ind87,ind73,0.001838235,2012,ind73_ind87
ind88,ind73,0.048746518,2012,ind73_ind88
ind89,ind73,0.037105751,2012,ind73_ind89
ind90,ind73,0.02559415,2012,ind73_ind90
ind92,ind73,0.024739583,2012,ind73_ind92
ind93,ind73,0,2012,ind73_ind93
ind94,ind73,0,2012,ind73_ind94
ind95,ind73,0.028355388,2012,ind73_ind95
ind98,ind73,0.011337868,2012,ind73_ind98
ind99,ind73,0.016949153,2012,ind73_ind99
ind100,ind73,0.016207455,2012,ind100_ind73
ind101,ind73,0,2012,ind101_ind73
ind103,ind73,0.001430615,2012,ind103_ind73
ind104,ind73,0.001976285,2012,ind104_ind73
ind105,ind73,0.043902439,2012,ind105_ind73
ind107,ind73,0,2012,ind107_ind73
ind2,ind77,0.061386139,2012,ind2_ind77
ind3,ind77,0.095571096,2012,ind3_ind77
ind4,ind77,0.035658915,2012,ind4_ind77
ind6,ind77,0.13592233,2012,ind6_ind77
ind7,ind77,0.014145811,2012,ind7_ind77
ind9,ind77,0.008870968,2012,ind77_ind9
ind10,ind77,0.010903427,2012,ind10_ind77
ind11,ind77,0,2012,ind11_ind77
ind12,ind77,0.004390779,2012,ind12_ind77
ind13,ind77,0.015429122,2012,ind13_ind77
ind14,ind77,0.035498489,2012,ind14_ind77
ind15,ind77,0.036407767,2012,ind15_ind77
ind16,ind77,0.011169025,2012,ind16_ind77
ind17,ind77,0.008894536,2012,ind17_ind77
ind18,ind77,0.021176471,2012,ind18_ind77
ind20,ind77,0.104587156,2012,ind20_ind77
ind21,ind77,0.017699115,2012,ind21_ind77
ind22,ind77,0.095975232,2012,ind22_ind77
ind23,ind77,0.027463651,2012,ind23_ind77
ind24,ind77,0.009234828,2012,ind24_ind77
ind25,ind77,0.00686948,2012,ind25_ind77
ind27,ind77,0.013960323,2012,ind27_ind77
ind28,ind77,0.0271777,2012,ind28_ind77
ind29,ind77,0.009728978,2012,ind29_ind77
ind30,ind77,0.016014235,2012,ind30_ind77
ind31,ind77,0.010821133,2012,ind31_ind77
ind32,ind77,0,2012,ind32_ind77
ind33,ind77,0.001375516,2012,ind33_ind77
ind36,ind77,0.012195122,2012,ind36_ind77
ind37,ind77,0.007806401,2012,ind37_ind77
ind38,ind77,0.036953243,2012,ind38_ind77
ind39,ind77,0.038752363,2012,ind39_ind77
ind40,ind77,0.024944974,2012,ind40_ind77
ind41,ind77,0.0171875,2012,ind41_ind77
ind42,ind77,0,2012,ind42_ind77
ind43,ind77,0.058925477,2012,ind43_ind77
ind44,ind77,0.021159875,2012,ind44_ind77
ind45,ind77,0.019695613,2012,ind45_ind77
ind46,ind77,0.015686275,2012,ind46_ind77
ind47,ind77,0.01911589,2012,ind47_ind77
ind48,ind77,0.019695613,2012,ind48_ind77
ind49,ind77,0,2012,ind49_ind77
ind50,ind77,0.040638607,2012,ind50_ind77
ind51,ind77,0.004555809,2012,ind51_ind77
ind52,ind77,0.029166667,2012,ind52_ind77
ind53,ind77,0.01326053,2012,ind53_ind77
ind55,ind77,0.006861063,2012,ind55_ind77
ind56,ind77,0,2012,ind56_ind77
ind57,ind77,0.054179567,2012,ind57_ind77
ind58,ind77,0,2012,ind58_ind77
ind59,ind77,0,2012,ind59_ind77
ind60,ind77,0.039956803,2012,ind60_ind77
ind61,ind77,0,2012,ind61_ind77
ind64,ind77,0.010050251,2012,ind64_ind77
ind65,ind77,0.032200358,2012,ind65_ind77
ind66,ind77,0.015518914,2012,ind66_ind77
ind68,ind77,0.005376344,2012,ind68_ind77
ind69,ind77,0.132841328,2012,ind69_ind77
ind70,ind77,0.129213483,2012,ind70_ind77
ind72,ind77,0.034340659,2012,ind72_ind77
ind74,ind77,0,2012,ind74_ind77
ind75,ind77,0,2012,ind75_ind77
ind76,ind77,0,2012,ind76_ind77
ind78,ind77,0.030237581,2012,ind77_ind78
ind79,ind77,0.029059829,2012,ind77_ind79
ind80,ind77,0,2012,ind77_ind80
ind81,ind77,0.023880597,2012,ind77_ind81
ind82,ind77,0.00754717,2012,ind77_ind82
ind83,ind77,0,2012,ind77_ind83
ind84,ind77,0,2012,ind77_ind84
ind85,ind77,0.032323232,2012,ind77_ind85
ind86,ind77,0.01146789,2012,ind77_ind86
ind87,ind77,0,2012,ind77_ind87
ind88,ind77,0.009636768,2012,ind77_ind88
ind89,ind77,0.014669927,2012,ind77_ind89
ind90,ind77,0,2012,ind77_ind90
ind92,ind77,0.001557632,2012,ind77_ind92
ind93,ind77,0,2012,ind77_ind93
ind94,ind77,0,2012,ind77_ind94
ind95,ind77,0,2012,ind77_ind95
ind98,ind77,0.005376344,2012,ind77_ind98
ind99,ind77,0.134670487,2012,ind77_ind99
ind100,ind77,0,2012,ind100_ind77
ind101,ind77,0.010204082,2012,ind101_ind77
ind103,ind77,0,2012,ind103_ind77
ind104,ind77,0,2012,ind104_ind77
ind105,ind77,0,2012,ind105_ind77
ind107,ind77,0,2012,ind107_ind77
ind2,ind82,0.001190476,2012,ind2_ind82
ind3,ind82,0,2012,ind3_ind82
ind4,ind82,0.018848168,2012,ind4_ind82
ind6,ind82,0.031286211,2012,ind6_ind82
ind7,ind82,0.013934426,2012,ind7_ind82
ind9,ind82,0.015003262,2012,ind82_ind9
ind10,ind82,0,2012,ind10_ind82
ind11,ind82,0,2012,ind11_ind82
ind12,ind82,0.011608624,2012,ind12_ind82
ind13,ind82,0.016467066,2012,ind13_ind82
ind14,ind82,0.02195122,2012,ind14_ind82
ind15,ind82,0.21871714,2012,ind15_ind82
ind16,ind82,0.010328068,2012,ind16_ind82
ind17,ind82,0.02712968,2012,ind17_ind82
ind18,ind82,0.008155583,2012,ind18_ind82
ind20,ind82,0.012276786,2012,ind20_ind82
ind21,ind82,0.006761833,2012,ind21_ind82
ind22,ind82,0.010978044,2012,ind22_ind82
ind23,ind82,0.032743942,2012,ind23_ind82
ind24,ind82,0.023424428,2012,ind24_ind82
ind25,ind82,0.024634334,2012,ind25_ind82
ind27,ind82,0.026187576,2012,ind27_ind82
ind28,ind82,0.012521343,2012,ind28_ind82
ind29,ind82,0.027469316,2012,ind29_ind82
ind30,ind82,0.16644474,2012,ind30_ind82
ind31,ind82,0.014469453,2012,ind31_ind82
ind32,ind82,0,2012,ind32_ind82
ind33,ind82,0.364597094,2012,ind33_ind82
ind36,ind82,0.004950495,2012,ind36_ind82
ind37,ind82,0.015913431,2012,ind37_ind82
ind38,ind82,0.05,2012,ind38_ind82
ind39,ind82,0.232660228,2012,ind39_ind82
ind40,ind82,0.010089021,2012,ind40_ind82
ind41,ind82,0.154589372,2012,ind41_ind82
ind42,ind82,0.006235386,2012,ind42_ind82
ind43,ind82,0.049484536,2012,ind43_ind82
ind44,ind82,0.05511811,2012,ind44_ind82
ind45,ind82,0.092284418,2012,ind45_ind82
ind46,ind82,0,2012,ind46_ind82
ind47,ind82,0.128654971,2012,ind47_ind82
ind48,ind82,0.13254902,2012,ind48_ind82
ind49,ind82,0.213607595,2012,ind49_ind82
ind50,ind82,0.018746339,2012,ind50_ind82
ind51,ind82,0.064194009,2012,ind51_ind82
ind52,ind82,0,2012,ind52_ind82
ind53,ind82,0.031511254,2012,ind53_ind82
ind55,ind82,0.283453237,2012,ind55_ind82
ind56,ind82,0.247496423,2012,ind56_ind82
ind57,ind82,0.297368421,2012,ind57_ind82
ind58,ind82,0.265027322,2012,ind58_ind82
ind59,ind82,0.134328358,2012,ind59_ind82
ind60,ind82,0.240704501,2012,ind60_ind82
ind61,ind82,0.007729469,2012,ind61_ind82
ind64,ind82,0,2012,ind64_ind82
ind65,ind82,0.014959724,2012,ind65_ind82
ind66,ind82,0.376782077,2012,ind66_ind82
ind68,ind82,0.246043165,2012,ind68_ind82
ind69,ind82,0.00547046,2012,ind69_ind82
ind70,ind82,0.007122507,2012,ind70_ind82
ind72,ind82,0.015355086,2012,ind72_ind82
ind74,ind82,0,2012,ind74_ind82
ind75,ind82,0.265273312,2012,ind75_ind82
ind76,ind82,0,2012,ind76_ind82
ind78,ind82,0.026611473,2012,ind78_ind82
ind79,ind82,0.249311295,2012,ind79_ind82
ind80,ind82,0.303834808,2012,ind80_ind82
ind81,ind82,0.32486631,2012,ind81_ind82
ind83,ind82,0.120717781,2012,ind82_ind83
ind84,ind82,0,2012,ind82_ind84
ind85,ind82,0,2012,ind82_ind85
ind86,ind82,0.12012012,2012,ind82_ind86
ind87,ind82,0.005698006,2012,ind82_ind87
ind88,ind82,0.009079903,2012,ind82_ind88
ind89,ind82,0,2012,ind82_ind89
ind90,ind82,0.004172462,2012,ind82_ind90
ind92,ind82,0.231168831,2012,ind82_ind92
ind93,ind82,0.015,2012,ind82_ind93
ind94,ind82,0,2012,ind82_ind94
ind95,ind82,0,2012,ind82_ind95
ind98,ind82,0.317897372,2012,ind82_ind98
ind99,ind82,0,2012,ind82_ind99
ind100,ind82,0.140376266,2012,ind100_ind82
ind101,ind82,0.118022329,2012,ind101_ind82
ind103,ind82,0.322580645,2012,ind103_ind82
ind104,ind82,0.012121212,2012,ind104_ind82
ind105,ind82,0.002496879,2012,ind105_ind82
ind107,ind82,0,2012,ind107_ind82
ind2,ind38,0.061515379,2012,ind2_ind38
ind3,ind38,0.039291217,2012,ind3_ind38
ind4,ind38,0.065426997,2012,ind38_ind4
ind6,ind38,0.031712474,2012,ind38_ind6
ind7,ind38,0.162387677,2012,ind38_ind7
ind9,ind38,0.113434396,2012,ind38_ind9
ind10,ind38,0.048010974,2012,ind10_ind38
ind11,ind38,0.006861063,2012,ind11_ind38
ind12,ind38,0.096577017,2012,ind12_ind38
ind13,ind38,0.130485664,2012,ind13_ind38
ind14,ind38,0.196808511,2012,ind14_ind38
ind15,ind38,0.116623711,2012,ind15_ind38
ind16,ind38,0.117941029,2012,ind16_ind38
ind17,ind38,0.2335,2012,ind17_ind38
ind18,ind38,0.17574124,2012,ind18_ind38
ind20,ind38,0.077090909,2012,ind20_ind38
ind21,ind38,0.103170029,2012,ind21_ind38
ind22,ind38,0.073022312,2012,ind22_ind38
ind23,ind38,0.254227405,2012,ind23_ind38
ind24,ind38,0.179725759,2012,ind24_ind38
ind25,ind38,0.177379481,2012,ind25_ind38
ind27,ind38,0.226384365,2012,ind27_ind38
ind28,ind38,0.199898011,2012,ind28_ind38
ind29,ind38,0.235824059,2012,ind29_ind38
ind30,ind38,0.064610866,2012,ind30_ind38
ind31,ind38,0.152803738,2012,ind31_ind38
ind32,ind38,0,2012,ind32_ind38
ind33,ind38,0.044184535,2012,ind33_ind38
ind36,ind38,0.100061387,2012,ind36_ind38
ind37,ind38,0.140904311,2012,ind37_ind38
ind39,ind38,0.166961652,2012,ind38_ind39
ind40,ind38,0.179885951,2012,ind38_ind40
ind41,ind38,0.082802548,2012,ind38_ind41
ind42,ind38,0.078034682,2012,ind38_ind42
ind43,ind38,0.385883905,2012,ind38_ind43
ind44,ind38,0.249713631,2012,ind38_ind44
ind45,ind38,0.282083863,2012,ind38_ind45
ind46,ind38,0.045658683,2012,ind38_ind46
ind47,ind38,0.210342418,2012,ind38_ind47
ind48,ind38,0.209832134,2012,ind38_ind48
ind49,ind38,0.009789157,2012,ind38_ind49
ind50,ind38,0.192268041,2012,ind38_ind50
ind51,ind38,0.024049651,2012,ind38_ind51
