Year,Dyad,SRI observed,SRI expected,Home range overlap
2017,Ind10_Ind29,0.189907362,0.198651973,0.839748088
2017,Ind19_Ind29,0.077546609,0.276150205,0.760018661
2017,Ind14_Ind29,0.148974825,0.117443643,0.900118532
2017,Ind22_Ind29,0.39895263,0.145022581,0.930696407
2017,Ind12_Ind29,0.180744544,0.131484536,0.842761667
2017,Ind15_Ind29,0.170663265,0.183906859,0.873053812
2017,Ind34_Ind29,0.197849462,0.223910861,0.903479818
2017,Ind20_Ind29,0.101611227,0.156995158,0.799642318
2017,Ind24_Ind29,0.495720721,0.123364165,0.973044577
2017,Ind25_Ind29,0.532019704,0.135746186,0.974746492
2017,Ind29_Ind23,0.390179641,0.177356213,0.940424336
2017,Ind11_Ind29,0.178306092,0.309487879,0.810194989
2017,Ind28_Ind29,0.515007146,0.122690463,0.967281912
2017,Ind30_Ind29,0.468627902,0.299771811,0.965955438
2017,Ind13_Ind29,0.47715173,0.195614933,0.968170358
2017,Ind26_Ind29,0.47025302,0.125967363,0.964881159
2017,Ind35_Ind29,0.251078749,0.326604826,0.92928848
2017,Ind27_Ind29,0.420419712,0.335155166,0.958128792
2017,Ind16_Ind29,0.157468727,0.280778525,0.859501449
2017,Ind31_Ind29,0.478664603,0.039692085,0.964288256
2017,Ind17_Ind29,0.116670988,0.122721719,0.842673619
2017,Ind1_Ind21,0.002842928,0.019585589,0.567228013
2017,Ind5_Ind21,0.003623188,0.024177445,0.574738363
2017,Ind6_Ind21,0.002838893,0.024084525,0.565750061
2017,Ind3_Ind21,0.003690754,0.019997201,0.557814834
2017,Ind9_Ind21,0.001873975,0.022752617,0.565219873
2017,Ind21_Ind7,0.003412284,0.021223639,0.575029678
2017,Ind2_Ind21,0.002643638,0.024148633,0.568365249
2017,Ind4_Ind21,0.002593775,0.022083088,0.557434989
2017,Ind8_Ind21,0.003064664,0.018738848,0.576444256
2017,Ind10_Ind21,0.050410317,0.019695509,0.81079718
2017,Ind19_Ind21,0.08313253,0.020880536,0.828567713
2017,Ind14_Ind21,0.062748213,0.019960299,0.855515511
2017,Ind22_Ind21,0.013818182,0.021309601,0.81257278
2017,Ind12_Ind21,0.043538355,0.021777283,0.822937838
2017,Ind15_Ind21,0.059322034,0.018495169,0.816820674
2017,Ind34_Ind21,0.021674141,0.020035171,0.796420475
2017,Ind20_Ind21,0.104707012,0.018571029,0.84952971
2017,Ind24_Ind21,0.012254203,0.017354505,0.806376475
2017,Ind25_Ind21,0.010228802,0.018420114,0.797590713
2017,Ind21_Ind23,0.029969651,0.019818848,0.818611094
2017,Ind11_Ind21,0.067818298,0.021942156,0.826393754
2017,Ind28_Ind21,0.015838509,0.022323007,0.794660131
2017,Ind30_Ind21,0.013820639,0.024033281,0.810075894
2017,Ind13_Ind21,0.010186757,0.019194382,0.801049699
2017,Ind26_Ind21,0.009309309,0.022381565,0.805883835
2017,Ind35_Ind21,0.02310231,0.023280746,0.796176041
2017,Ind27_Ind21,0.010674931,0.021797458,0.805753369
2017,Ind16_Ind21,0.074489123,0.021385893,0.865537557
2017,Ind31_Ind21,0.010387423,0.050139301,0.81313022
2017,Ind17_Ind21,0.077876106,0.015299969,0.849365445
2017,Ind21_Ind29,0.008529412,0.018340774,0.804357897
2017,Ind1_Ind33,0.01556869,0.168629513,0.514108466
2017,Ind5_Ind33,0.014925373,0.144534926,0.522373464
2017,Ind6_Ind33,0.013799051,0.147700136,0.514410441
2017,Ind3_Ind33,0.017190646,0.192138036,0.502062026
2017,Ind9_Ind33,0.011400071,0.296833499,0.521477682
2017,Ind7_Ind33,0.015067407,0.297050092,0.523592108
2017,Ind2_Ind33,0.014161064,0.146903976,0.513181328
2017,Ind4_Ind33,0.016289736,0.283315041,0.503669409
2017,Ind8_Ind33,0.01985599,0.160423888,0.526023717
2017,Ind10_Ind33,0.144034396,0.17614961,0.882756563
2017,Ind19_Ind33,0.07930549,0.254888408,0.792228403
2017,Ind14_Ind33,0.107561666,0.1194355,0.83186296
2017,Ind22_Ind33,0.264031382,0.133659533,0.915647613
2017,Ind12_Ind33,0.135778385,0.146473032,0.882158468
2017,Ind15_Ind33,0.111920276,0.162203543,0.860378688
2017,Ind34_Ind33,0.114780507,0.198401195,0.873358051
2017,Ind20_Ind33,0.083227176,0.13744045,0.842978052
2017,Ind24_Ind33,0.263198164,0.106749652,0.886450053
2017,Ind25_Ind33,0.268208661,0.120277095,0.88095383
2017,Ind23_Ind33,0.262189512,0.156376998,0.912978392
2017,Ind11_Ind33,0.137879911,0.280984466,0.855905432
2017,Ind28_Ind33,0.279299014,0.139358898,0.885713344
2017,Ind30_Ind33,0.259914255,0.28654328,0.888226559
2017,Ind13_Ind33,0.231359921,0.172373204,0.887790411
2017,Ind26_Ind33,0.277017967,0.143614157,0.874106001
2017,Ind35_Ind33,0.155442443,0.305768904,0.873765539
2017,Ind27_Ind33,0.243832473,0.306277739,0.895819947
2017,Ind16_Ind33,0.107012418,0.262009069,0.862509505
2017,Ind31_Ind33,0.238543473,0.065612669,0.891942682
2017,Ind17_Ind33,0.081784387,0.119887833,0.857754075
2017,Ind29_Ind33,0.292826552,0.278034807,0.884057705
2017,Ind21_Ind33,0.011033682,0.03045616,0.796364251
2017,Ind1_Ind32,0.03362853,0.067320762,0.577496221
2017,Ind5_Ind32,0.034975555,0.307944391,0.585232539
2017,Ind6_Ind32,0.031130725,0.311275332,0.577432803
2017,Ind3_Ind32,0.043344841,0.07340923,0.566402845
2017,Ind32_Ind9,0.029745042,0.13699328,0.583569426
2017,Ind32_Ind7,0.035367276,0.146501228,0.586313986
2017,Ind2_Ind32,0.035790981,0.307501407,0.576507478
2017,Ind4_Ind32,0.035649703,0.129930036,0.567425492
2017,Ind8_Ind32,0.042422226,0.059741635,0.587845079
2017,Ind10_Ind32,0.21910828,0.07209459,0.860671468
2017,Ind19_Ind32,0.104113475,0.115672285,0.772299226
2017,Ind14_Ind32,0.174030903,0.234623661,0.90465961
2017,Ind22_Ind32,0.452147702,0.058280409,0.94767235
2017,Ind12_Ind32,0.204654896,0.307801298,0.862243437
2017,Ind15_Ind32,0.189883475,0.067062513,0.881884855
2017,Ind34_Ind32,0.206753391,0.07601299,0.926051273
2017,Ind20_Ind32,0.113410374,0.053794091,0.802020043
2017,Ind24_Ind32,0.532069288,0.038310474,0.971400914
2017,Ind25_Ind32,0.485575864,0.052486764,0.951056133
2017,Ind32_Ind23,0.39662344,0.060418817,0.957444269
2017,Ind11_Ind32,0.212799168,0.109081446,0.831648053
2017,Ind32_Ind28,0.488946993,0.30455553,0.974025106
2017,Ind30_Ind32,0.518089725,0.12863086,0.969838472
2017,Ind13_Ind32,0.715816993,0.06692632,0.983475276
2017,Ind32_Ind26,0.479739171,0.310707334,0.944129925
2017,Ind35_Ind32,0.253587196,0.135771893,0.944858487
2017,Ind27_Ind32,0.401749823,0.131659066,0.953807952
2017,Ind16_Ind32,0.183563748,0.137579658,0.860803893
2017,Ind31_Ind32,0.478026906,0.014523586,0.955550274
2017,Ind17_Ind32,0.151805252,0.295895735,0.861507609
2017,Ind32_Ind29,0.467885714,0.136133384,0.957058748
2017,Ind32_Ind21,0.008472012,0.013377843,0.802235188
2017,Ind32_Ind33,0.237647059,0.130097206,0.892335753
2017,Ind1_Ind18,0.021588281,0.196906517,0.620187722
2017,Ind18_Ind5,0.022600721,0.100715904,0.628194683
2017,Ind6_Ind18,0.022033898,0.103734713,0.62012967
2017,Ind18_Ind3,0.028781794,0.225153155,0.615259802
2017,Ind18_Ind9,0.021565961,0.301212459,0.619129774
2017,Ind18_Ind7,0.024674435,0.300971881,0.628389638
2017,Ind2_Ind18,0.022065584,0.10310909,0.621986568
2017,Ind18_Ind4,0.021428571,0.292016099,0.610692418
2017,Ind18_Ind8,0.031772981,0.194874894,0.631811634
2017,Ind18_Ind10,0.347424684,0.204321151,0.882040483
2017,Ind18_Ind19,0.278911565,0.264919135,0.863386585
2017,Ind18_Ind14,0.33891455,0.100805886,0.876111313
2017,Ind18_Ind22,0.173412204,0.147238401,0.86563468
2017,Ind18_Ind12,0.295371815,0.110355926,0.876450169
2017,Ind15_Ind18,0.328158458,0.18300339,0.902451998
2017,Ind18_Ind34,0.126679463,0.228632914,0.86701767
2017,Ind18_Ind20,0.323602484,0.162133714,0.858504124
2017,Ind24_Ind18,0.168600155,0.130996304,0.861820626
2017,Ind25_Ind18,0.156891496,0.141615532,0.856937313
2017,Ind18_Ind23,0.230359521,0.186603321,0.868837108
2017,Ind11_Ind18,0.380927566,0.300621541,0.882608073
2017,Ind18_Ind28,0.156377482,0.102050125,0.855647196
2017,Ind30_Ind18,0.162954916,0.28514336,0.861288305
2017,Ind18_Ind13,0.162452107,0.202240027,0.858067977
2017,Ind18_Ind26,0.130434783,0.104975235,0.836698621
2017,Ind18_Ind35,0.135996409,0.309676813,0.855179048
2017,Ind18_Ind27,0.146370023,0.319861719,0.857995231
2017,Ind18_Ind16,0.507505774,0.265475621,0.924018938
2017,Ind18_Ind31,0.149598394,0.046724885,0.870731707
2017,Ind18_Ind17,0.327097164,0.100009764,0.882948893
2017,Ind18_Ind29,0.143968872,0.294981001,0.851463283
2017,Ind18_Ind21,0.087242798,0.020870199,0.857285857
2017,Ind18_Ind33,0.102470636,0.266316148,0.850924578
2017,Ind18_Ind32,0.174516744,0.111136889,0.861792275
2018,Ind1_Ind5,0.494019572,0.025368852,0.978386103
2018,Ind6_Ind1,0.489128449,0.065631037,0.97599458
2018,Ind6_Ind5,0.495014111,0.01464638,0.979711017
2018,Ind1_Ind3,0.452629715,0.070631927,0.973669389
2018,Ind3_Ind5,0.440223263,0.016082334,0.978103813
2018,Ind6_Ind3,0.420740474,0.183462781,0.968958162
2018,Ind1_Ind9,0.458895252,0.1004586,0.975534269
2018,Ind5_Ind9,0.460603759,0.024230614,0.976459903
2018,Ind6_Ind9,0.435398564,0.137541845,0.972524855
2018,Ind3_Ind9,0.451716942,0.122332327,0.985464146
2018,Ind1_Ind7,0.483430444,0.103678319,0.979995363
2018,Ind5_Ind7,0.500661251,0.026083081,0.98275545
2018,Ind6_Ind7,0.485990155,0.138162922,0.977878788
2018,Ind3_Ind7,0.444342899,0.144979144,0.97546353
2018,Ind9_Ind7,0.466692412,0.189036905,0.978995095
2018,Ind1_Ind2,0.523776101,0.058451446,0.985337336
2018,Ind2_Ind5,0.537903518,0.036005749,0.983662941
2018,Ind6_Ind2,0.511535689,0.046085954,0.980575722
2018,Ind2_Ind3,0.461804954,0.026953771,0.978103813
2018,Ind2_Ind9,0.481690654,0.089089219,0.977316447
2018,Ind2_Ind7,0.502599032,0.072134901,0.976715689
2018,Ind1_Ind4,0.435845957,0.091556805,0.981639319
2018,Ind4_Ind5,0.445031114,0.050233546,0.977536075
2018,Ind6_Ind4,0.406877323,0.03971534,0.977798795
2018,Ind3_Ind4,0.507515823,0.050259995,0.980610916
2018,Ind4_Ind9,0.43535413,0.097536984,0.978121439
2018,Ind4_Ind7,0.432954545,0.104035118,0.977422752
2018,Ind2_Ind4,0.465545307,0.107914588,0.980133602
2018,Ind1_Ind8,0.328378643,0.100090893,0.952904612
2018,Ind8_Ind5,0.343941248,0.022795107,0.963495788
2018,Ind6_Ind8,0.342290203,0.136602557,0.963245605
2018,Ind8_Ind3,0.333129709,0.16124027,0.96637892
2018,Ind8_Ind9,0.326743197,0.172022332,0.965490514
2018,Ind8_Ind7,0.329578042,0.194522556,0.961082985
2018,Ind2_Ind8,0.344557107,0.048418573,0.962662314
2018,Ind8_Ind4,0.315332486,0.066722519,0.961194343
2018,Ind1_Ind24,0.045029867,0.072752465,0.801841142
2018,Ind24_Ind5,0.033411397,0.014815079,0.803905432
2018,Ind6_Ind24,0.031783681,0.204751124,0.789495113
2018,Ind24_Ind3,0.057386272,0.20864314,0.807785999
2018,Ind24_Ind9,0.037551696,0.145974097,0.799048896
2018,Ind24_Ind7,0.037708831,0.154383085,0.803479708
2018,Ind24_Ind2,0.038699235,0.034897969,0.807213685
2018,Ind24_Ind4,0.043463725,0.05964965,0.803903265
2018,Ind24_Ind8,0.044682572,0.153839291,0.79268492
2018,Ind1_Ind25,0.073096447,0.08957134,0.814892769
2018,Ind25_Ind5,0.059958751,0.031369435,0.82002039
2018,Ind6_Ind25,0.056696429,0.094582436,0.802500257
2018,Ind25_Ind3,0.088723178,0.069965301,0.82467412
2018,Ind25_Ind9,0.065007776,0.168679576,0.818372167
2018,Ind25_Ind7,0.064646768,0.144354088,0.819681132
2018,Ind25_Ind2,0.067235113,0.120753788,0.82002039
2018,Ind25_Ind4,0.070833988,0.097351964,0.814383227
2018,Ind25_Ind8,0.073658628,0.117821934,0.816068896
2018,Ind24_Ind25,0.412772205,0.091418224,0.967610701
2018,Ind1_Ind30,0.060565074,0.084810683,0.814313303
2018,Ind30_Ind5,0.043710021,0.021766971,0.815647641
2018,Ind6_Ind30,0.039366446,0.109548047,0.799324262
2018,Ind30_Ind3,0.078018674,0.129400924,0.815406568
2018,Ind30_Ind9,0.056511854,0.133253467,0.809929668
2018,Ind30_Ind7,0.050863276,0.15105102,0.81182485
2018,Ind2_Ind30,0.052684758,0.02819369,0.818159903
2018,Ind30_Ind4,0.064256368,0.071746148,0.806307372
2018,Ind30_Ind8,0.052826511,0.168966419,0.802938721
2018,Ind24_Ind30,0.350907734,0.124903371,0.962347706
2018,Ind25_Ind30,0.366386172,0.066577932,0.951456124
2018,Ind1_Ind27,0.052880692,0.078595357,0.833791527
2018,Ind27_Ind5,0.035986733,0.027515645,0.841631277
2018,Ind6_Ind27,0.038481013,0.091191776,0.826259542
2018,Ind27_Ind3,0.058683043,0.079920476,0.846968169
2018,Ind27_Ind9,0.041850609,0.136178626,0.843057473
2018,Ind27_Ind7,0.043611064,0.127725776,0.840646377
2018,Ind2_Ind27,0.042563143,0.111659487,0.840819675
2018,Ind27_Ind4,0.047092401,0.053310367,0.835586362
2018,Ind27_Ind8,0.053383128,0.123641497,0.843337708
2018,Ind24_Ind27,0.313554709,0.085641598,0.933805153
2018,Ind25_Ind27,0.355583438,0.141802595,0.953336617
2018,Ind30_Ind27,0.299435028,0.087897582,0.92096997
2018,Ind1_Ind34,0.047586088,0.086612368,0.811884206
2018,Ind34_Ind5,0.029748284,0.027956561,0.813266766
2018,Ind6_Ind34,0.0273068,0.07894883,0.80533177
2018,Ind34_Ind3,0.056758232,0.084215225,0.820566935
2018,Ind34_Ind9,0.040461335,0.125987444,0.815910181
2018,Ind34_Ind7,0.03638984,0.129127636,0.819520839
2018,Ind2_Ind34,0.034199277,0.069816295,0.816620443
2018,Ind34_Ind4,0.047263682,0.169132488,0.813173111
2018,Ind8_Ind34,0.044159544,0.109361247,0.816108223
2018,Ind24_Ind34,0.236460078,0.093944084,0.929705467
2018,Ind25_Ind34,0.238554813,0.079861669,0.922170927
2018,Ind30_Ind34,0.326600284,0.113411253,0.942473872
2018,Ind27_Ind34,0.238778626,0.076773527,0.901590954
2018,Ind1_Ind22,0.016541039,0.074399384,0.547327333
2018,Ind22_Ind5,0.015723957,0.025720347,0.546739327
2018,Ind6_Ind22,0.00796284,0.060074894,0.525327276
2018,Ind3_Ind22,0.028558679,0.059678771,0.547192737
2018,Ind22_Ind9,0.017734689,0.110496743,0.539828688
2018,Ind22_Ind7,0.013125695,0.10854891,0.537904299
2018,Ind2_Ind22,0.023316583,0.096002041,0.552964063
2018,Ind22_Ind4,0.026910139,0.083320184,0.539465307
2018,Ind8_Ind22,0.014911168,0.106784406,0.542952465
2018,Ind24_Ind22,0.124651811,0.060362529,0.788669092
2018,Ind25_Ind22,0.117767988,0.179861541,0.7657072
2018,Ind30_Ind22,0.150830565,0.06276637,0.774468941
2018,Ind27_Ind22,0.080529301,0.105150971,0.733006688
2018,Ind34_Ind22,0.073266463,0.060174653,0.718333313
2018,Ind1_Ind31,0.059656065,0.088781591,0.812009049
2018,Ind31_Ind5,0.042251349,0.02825565,0.819969337
2018,Ind6_Ind31,0.041243556,0.086248408,0.804584442
2018,Ind3_Ind31,0.066857234,0.103494724,0.82530056
2018,Ind31_Ind9,0.047712418,0.127001011,0.821445662
2018,Ind31_Ind7,0.046825896,0.142165645,0.818937676
2018,Ind2_Ind31,0.048958182,0.059825242,0.819161485
2018,Ind4_Ind31,0.053656926,0.100801565,0.81384874
2018,Ind8_Ind31,0.05381255,0.148663227,0.81899125
2018,Ind24_Ind31,0.3345,0.097735277,0.950235253
2018,Ind25_Ind31,0.369932824,0.063113652,0.960293375
2018,Ind30_Ind31,0.388141505,0.13712786,0.94879571
2018,Ind27_Ind31,0.322855621,0.093084008,0.949510423
2018,Ind34_Ind31,0.303938356,0.123918438,0.935846561
2018,Ind22_Ind31,0.097005208,0.060833703,0.750922321
2018,Ind1_Ind26,0.029731173,0.080007954,0.782885105
2018,Ind5_Ind26,0.021229868,0.031499014,0.791275331
2018,Ind6_Ind26,0.021221147,0.074713532,0.77558767
2018,Ind3_Ind26,0.04332266,0.070023736,0.797231595
2018,Ind26_Ind9,0.025475211,0.123037334,0.792653596
2018,Ind26_Ind7,0.026010479,0.117738686,0.790323348
2018,Ind2_Ind26,0.03117506,0.101010963,0.790488775
2018,Ind4_Ind26,0.031113753,0.138402482,0.785420193
2018,Ind8_Ind26,0.034845826,0.0970588,0.789831833
2018,Ind24_Ind26,0.284434836,0.080716547,0.932418399
2018,Ind25_Ind26,0.286335235,0.175672606,0.93003027
2018,Ind30_Ind26,0.248720864,0.064150071,0.919250006
2018,Ind27_Ind26,0.240825688,0.098736263,0.922890963
2018,Ind34_Ind26,0.145657317,0.089621064,0.900558143
2018,Ind22_Ind26,0.15376514,0.137230516,0.774225937
2018,Ind31_Ind26,0.238191244,0.067472928,0.924079411
2018,Ind1_Ind28,0.068265119,0.078236542,0.822651785
2018,Ind5_Ind28,0.04815558,0.019731714,0.829026426
2018,Ind6_Ind28,0.041848164,0.121215587,0.814360477
2018,Ind3_Ind28,0.077586207,0.140979886,0.831144815
2018,Ind9_Ind28,0.056913236,0.12251953,0.828087352
2018,Ind28_Ind7,0.05500394,0.13823225,0.827985057
2018,Ind2_Ind28,0.051628854,0.045832612,0.828213655
2018,Ind4_Ind28,0.062096374,0.078086904,0.819586951
2018,Ind8_Ind28,0.057437116,0.14606131,0.828865224
2018,Ind24_Ind28,0.355718253,0.138294804,0.952366544
2018,Ind25_Ind28,0.357844257,0.087901769,0.962536884
2018,Ind30_Ind28,0.407686511,0.114561414,0.961851513
2018,Ind27_Ind28,0.364455364,0.08834633,0.948014449
2018,Ind34_Ind28,0.374663878,0.092082543,0.943283388
2018,Ind22_Ind28,0.096005155,0.076544561,0.757642082
2018,Ind31_Ind28,0.442408377,0.106770741,0.976077329
2018,Ind26_Ind28,0.243468274,0.080237218,0.92583118
2018,Ind1_Ind29,0.068575735,0.081595984,0.810400586
2018,Ind5_Ind29,0.051940116,0.017222609,0.815450202
2018,Ind6_Ind29,0.047017111,0.135789624,0.798877544
2018,Ind3_Ind29,0.082898276,0.121783636,0.82170705
2018,Ind9_Ind29,0.061181435,0.16311678,0.814608225
2018,Ind29_Ind7,0.059126365,0.15496383,0.811842486
2018,Ind2_Ind29,0.058364634,0.071537936,0.814631477
2018,Ind4_Ind29,0.070383161,0.078923715,0.809877278
2018,Ind8_Ind29,0.062157936,0.139677376,0.810577875
2018,Ind24_Ind29,0.34077527,0.144873387,0.955706781
2018,Ind25_Ind29,0.432534977,0.147698256,0.962880222
2018,Ind30_Ind29,0.349195076,0.105925822,0.946004936
2018,Ind27_Ind29,0.310939511,0.110050566,0.950004155
2018,Ind34_Ind29,0.253938585,0.09957229,0.914502206
2018,Ind22_Ind29,0.135021097,0.099225947,0.760204294
2018,Ind31_Ind29,0.345738295,0.093197402,0.966081611
2018,Ind26_Ind29,0.268558326,0.117085917,0.930303965
2018,Ind28_Ind29,0.359951749,0.102776019,0.959162044
2018,Ind1_Ind13,0.051473078,0.077972611,0.802632646
2018,Ind5_Ind13,0.038202247,0.016026447,0.808920862
2018,Ind6_Ind13,0.030324155,0.168971317,0.796057798
2018,Ind3_Ind13,0.051842709,0.178893097,0.812614234
2018,Ind13_Ind9,0.040257353,0.145420052,0.810388193
2018,Ind13_Ind7,0.044546579,0.15406829,0.809506068
2018,Ind2_Ind13,0.04388664,0.03419933,0.808920862
2018,Ind4_Ind13,0.043180133,0.06496318,0.80122155
2018,Ind8_Ind13,0.042105263,0.159047886,0.807950802
2018,Ind24_Ind13,0.25273224,0.191265303,0.954451348
2018,Ind25_Ind13,0.273692004,0.082698659,0.949035928
2018,Ind30_Ind13,0.286438868,0.135410143,0.954033197
2018,Ind27_Ind13,0.232952883,0.08808446,0.927736886
2018,Ind34_Ind13,0.266932271,0.102580286,0.941976418
2018,Ind22_Ind13,0.136343899,0.058492256,0.778208655
2018,Ind31_Ind13,0.271528525,0.114062856,0.954645147
2018,Ind13_Ind26,0.215632499,0.068539712,0.935578511
2018,Ind13_Ind28,0.304002193,0.142155312,0.960147251
2018,Ind13_Ind29,0.257972518,0.119861306,0.950203151
2018,Ind1_Ind20,0.032464077,0.084318439,0.781236573
2018,Ind20_Ind5,0.025566107,0.018245037,0.780277007
2018,Ind6_Ind20,0.02544104,0.115911217,0.762730663
2018,Ind3_Ind20,0.041277549,0.09268815,0.779353374
2018,Ind20_Ind9,0.025097276,0.171171714,0.771002159
2018,Ind20_Ind7,0.02469365,0.150005429,0.77151419
2018,Ind2_Ind20,0.028707321,0.078207652,0.784014861
2018,Ind20_Ind4,0.028868814,0.074157694,0.775880043
2018,Ind8_Ind20,0.031459004,0.133006933,0.76733784
2018,Ind24_Ind20,0.149630036,0.119115406,0.887254552
2018,Ind25_Ind20,0.148808091,0.173373676,0.882667056
2018,Ind30_Ind20,0.12098203,0.09864734,0.882853588
2018,Ind27_Ind20,0.148048048,0.119406275,0.872926953
2018,Ind34_Ind20,0.082122552,0.09497484,0.832690291
2018,Ind20_Ind22,0.019221968,0.109759968,0.746201843
2018,Ind20_Ind31,0.097746265,0.084326514,0.854230783
2018,Ind20_Ind26,0.106203996,0.117556171,0.849117809
2018,Ind20_Ind28,0.116594221,0.095794159,0.860767582
2018,Ind20_Ind29,0.122798188,0.147095755,0.879049862
2018,Ind20_Ind13,0.090079124,0.1153398,0.859576727
2018,Ind1_Ind11,0.053405194,0.081132901,0.7978565
2018,Ind11_Ind5,0.037886341,0.017347956,0.796496572
2018,Ind6_Ind11,0.038487508,0.113008395,0.779468741
2018,Ind11_Ind3,0.0625,0.119813467,0.794619967
2018,Ind11_Ind9,0.041122485,0.141383129,0.787226554
2018,Ind11_Ind7,0.037280702,0.147320184,0.788018433
2018,Ind11_Ind2,0.040784558,0.025559398,0.800171297
2018,Ind11_Ind4,0.048222897,0.056015811,0.791524662
2018,Ind11_Ind8,0.04763986,0.157815787,0.782555698
2018,Ind11_Ind24,0.226487036,0.126858093,0.892100435
2018,Ind11_Ind25,0.246768236,0.086871903,0.888324631
2018,Ind11_Ind30,0.194005192,0.137907182,0.889086464
2018,Ind11_Ind27,0.207429501,0.091237289,0.886105826
2018,Ind11_Ind34,0.117971334,0.100315919,0.840728202
2018,Ind11_Ind22,0.039665211,0.064155438,0.739997078
2018,Ind11_Ind31,0.165219432,0.117400687,0.861487378
2018,Ind11_Ind26,0.145190563,0.068893056,0.85215507
2018,Ind11_Ind28,0.187217866,0.106668411,0.872478552
2018,Ind11_Ind29,0.214115403,0.118042495,0.885459091
2018,Ind11_Ind13,0.134698276,0.131301091,0.868227489
2018,Ind11_Ind20,0.371859296,0.119041701,0.967473636
2018,Ind1_Ind10,0.055409379,0.068325112,0.817679505
2018,Ind10_Ind5,0.043046358,0.020378889,0.818578752
2018,Ind6_Ind10,0.041028097,0.09844462,0.803024575
2018,Ind3_Ind10,0.069638789,0.088433538,0.817575477
2018,Ind10_Ind9,0.042061513,0.124150926,0.810189068
2018,Ind10_Ind7,0.042046363,0.115282253,0.808602771
2018,Ind2_Ind10,0.04782415,0.05023873,0.820383777
2018,Ind10_Ind4,0.048579593,0.041764703,0.812207567
2018,Ind8_Ind10,0.046624772,0.113067928,0.806925901
2018,Ind24_Ind10,0.253680908,0.099313637,0.896692022
2018,Ind25_Ind10,0.279379157,0.079238642,0.898888094
2018,Ind30_Ind10,0.246669729,0.106999761,0.898569597
2018,Ind27_Ind10,0.247606727,0.089909175,0.89698264
2018,Ind34_Ind10,0.145482785,0.087806084,0.858178274
2018,Ind10_Ind22,0.043000323,0.048154645,0.724762671
2018,Ind10_Ind31,0.20815402,0.103250645,0.875183785
2018,Ind10_Ind26,0.163539625,0.055175829,0.858245984
2018,Ind10_Ind28,0.237546125,0.08090484,0.887089397
2018,Ind10_Ind29,0.245950262,0.094493005,0.898432148
2018,Ind10_Ind13,0.145822911,0.108383003,0.879819923
2018,Ind10_Ind20,0.365591398,0.102323998,0.958565177
2018,Ind11_Ind10,0.512707876,0.10692002,0.968077784
2018,Ind15_Ind1,0.02161215,0.051394,0.801975943
2018,Ind15_Ind5,0.014279968,0.035336453,0.802590863
2018,Ind15_Ind6,0.016013139,0.048686659,0.789981776
2018,Ind15_Ind3,0.027104723,0.038313209,0.796996059
2018,Ind15_Ind9,0.017771998,0.077609344,0.789556552
2018,Ind15_Ind7,0.017695473,0.069234773,0.792117065
2018,Ind15_Ind2,0.016123054,0.079084355,0.805377637
2018,Ind15_Ind4,0.01989071,0.061457897,0.795618441
2018,Ind15_Ind8,0.021331058,0.055505539,0.792441751
2018,Ind15_Ind24,0.133646322,0.045826992,0.863881451
2018,Ind15_Ind25,0.106192358,0.128345651,0.860266878
2018,Ind15_Ind30,0.105821623,0.036863038,0.87477246
2018,Ind15_Ind27,0.113013699,0.077140567,0.852499581
2018,Ind15_Ind34,0.07986374,0.043404286,0.845788815
2018,Ind15_Ind22,0.017846154,0.092621224,0.684945419
2018,Ind15_Ind31,0.086027714,0.032729628,0.848869155
2018,Ind15_Ind26,0.077147623,0.094484846,0.823121233
2018,Ind15_Ind28,0.094949495,0.043701223,0.86244968
2018,Ind15_Ind29,0.109874429,0.071552219,0.862058154
2018,Ind15_Ind13,0.086281588,0.034697937,0.852405472
2018,Ind15_Ind20,0.237128011,0.082630318,0.921252349
2018,Ind15_Ind11,0.248654881,0.044599449,0.924543874
2018,Ind15_Ind10,0.236923077,0.04288706,0.929813341
2018,Ind1_Ind18,0.025905763,0.055961512,0.791441415
2018,Ind18_Ind5,0.017798414,0.021771324,0.792039746
2018,Ind6_Ind18,0.017326245,0.065881081,0.780457035
2018,Ind18_Ind3,0.031416716,0.07550495,0.786484853
2018,Ind18_Ind9,0.016129032,0.076599473,0.779097579
2018,Ind18_Ind7,0.02075509,0.087216558,0.781647322
2018,Ind2_Ind18,0.021867718,0.029596049,0.794805892
2018,Ind18_Ind4,0.021116454,0.046638557,0.785126726
2018,Ind18_Ind8,0.020905923,0.096107377,0.781926226
2018,Ind24_Ind18,0.132409319,0.070313382,0.868813441
2018,Ind25_Ind18,0.128257537,0.03736739,0.864264607
2018,Ind30_Ind18,0.114332604,0.096689675,0.865438237
2018,Ind18_Ind27,0.12890625,0.062118249,0.869436347
2018,Ind18_Ind34,0.071528262,0.072925983,0.821367917
2018,Ind18_Ind22,0.031973539,0.036920634,0.730173841
2018,Ind18_Ind31,0.093106289,0.090351203,0.841343121
2018,Ind18_Ind26,0.090307513,0.038066993,0.834330456
2018,Ind18_Ind28,0.101592532,0.070559815,0.853974991
2018,Ind18_Ind29,0.119683751,0.061618349,0.864190832
2018,Ind18_Ind13,0.085800808,0.075953461,0.850868958
2018,Ind18_Ind20,0.318921432,0.05540054,0.958793512
2018,Ind11_Ind18,0.311766932,0.082135926,0.959305078
2018,Ind18_Ind10,0.29376054,0.069097855,0.951209755
